SMILES,Solubility,MolLogP,MolMR,HeavyAtomCount,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,TPSA,LabuteASA,BertzCT
CC(C)CCCCCOC(=O)CCS,-4.4543816995,3.0659000000000023,62.73500000000005,14,8,84,0,26.3,92.81880616474798,146.22295770630774
CC(C)=C1CCC(=CC1)C,-4.2873429345,3.453000000000002,45.98200000000003,10,0,56,0,0.0,63.63869283950127,178.21499122004107
[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,-3.4731390517,-9.132000000000001,18.634999999999998,10,0,48,0,126.38,92.7462049304502,73.74860596185444
[Zn++].CC(=C)C([O-])=O,-2.3632080977000003,-0.6901000000000002,19.820999999999994,7,1,34,0,40.129999999999995,54.98355823363974,75.69058447171099
CCNCC(O)c1cccc(O)c1,-3.4541026398000003,1.0351,51.61030000000003,13,4,72,1,52.489999999999995,78.02950126508347,262.8565878189707
[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C,-2.9908768679000004,8.045700000000007,144.97999999999985,31,14,184,0,36.92,226.41030957869867,495.30922368149106
ClCc1ccc(Cl)cc1Cl,-3.5129421932,3.7322000000000015,46.01900000000001,10,1,54,1,0.0,74.70614391453859,232.29287048965844
CC1(C)C2CCC(=C)C1C2,-4.2923134549,2.9987000000000013,43.75200000000002,10,0,56,0,0.0,63.322464718156304,174.47733175670794
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,-4.8091341894,4.635500000000003,116.09770000000009,27,19,162,0,95.58,167.3590060365599,305.9330151827408
CCCCCCCCCCCCOC(=O)C(C)O,-4.6341446203,3.831300000000003,74.48380000000006,18,12,108,0,46.53,111.91774171112876,190.1777353463783
NO,-0.763033718,-0.6657000000000002,5.9738999999999995,2,0,14,0,46.25,12.462471862119651,2.0
C=CC(=O)OCCOc1ccccc1,-2.5636257131,1.7946,53.09300000000003,14,5,74,1,35.53,82.95512321835328,292.660770563408
CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Oc2ccc(c3ccccc23)[S]([O-])(=O)=O,-2.6418192727000003,6.85320000000001,143.3073999999999,35,12,192,3,77.43,211.31291541701668,1108.1123138703729
OC(=O)CCCCCCCCC=C,-3.5528261452,3.3778000000000024,54.76880000000004,13,9,76,0,37.3,80.65482499185117,141.0257051333355
C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,-4.0571851475,2.2511,88.66290000000001,35,14,210,0,86.30000000000001,189.23659995248465,857.4056776910804
CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-4.7932278922,3.6590000000000025,110.65950000000007,27,7,144,2,32.78,162.29176410035188,736.7334819718303
CC(C)CCCCCCc1ccc(O)cc1,-4.587250024599999,4.541200000000005,69.73380000000004,16,7,90,1,20.23,99.51011590126248,273.9913549938148
CC(=C)c1cccc(c1)C(C)=C,-4.4511392252,3.7528000000000024,55.85800000000003,12,2,62,1,0.0,74.24184974150809,289.31512465051037
[Mo],-4.2038484637,-0.0025,0.0,1,0,6,0,0.0,21.756565851685,0.0
CC(C)(C)CCCCCC(=O)OC=C,-4.581332510899999,3.6697000000000024,58.82900000000004,14,6,82,0,26.3,87.33907858355865,177.25097565253358
Cc1ccc(cc1)C(C)(C)C,-4.4720217682,3.2925200000000014,49.87900000000003,11,0,60,1,0.0,69.25611369147998,223.21037742768323
OC(=O)C1CCCCC1,-1.445031941,1.6513,34.21079999999999,9,1,52,0,37.3,54.87882841291975,103.48377837619049
[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1cccc(Nc2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)c1,-0.4108977358,-14.301299999999994,212.88839999999985,69,15,340,5,433.55999999999995,507.5754717478887,3615.4533974183987
C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,6.115200000000006,116.13800000000003,26,11,134,2,24.72,157.27924160567198,634.005206577911
CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.973715535399999,9.583999999999996,198.0615999999994,49,8,256,6,101.88,289.349168262918,1937.7168881281684
[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.0386996230000003,2.200100000000001,109.51080000000007,28,8,152,2,71.1,176.32884399975933,820.0639648889835
C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,2.635600000000001,67.86900000000003,16,2,84,2,25.36,102.55888264235138,446.544227692605
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,2.2099,43.27300000000001,11,0,62,0,12.53,68.11978182631822,216.15777938858872
[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,-0.4261364852,-9.94980000000002,197.20809999999986,63,15,314,5,414.73999999999995,451.0552539930664,3157.9320304830953
[Na+].[Na+].CCCCCCCCCCCCNc1nc(Cl)nc(Nc2ccc3c(O)c(N=Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(cc3c2)[S]([O-])(=O)=O)n1,-9.957631684564255,4.107200000000002,211.22859999999957,58,20,296,5,246.79999999999995,386.4974508858,2411.468973161006
CCCN(CCC)C(=O)SCC,-2.7031744039,2.9815000000000014,55.683000000000035,12,5,72,0,20.310000000000002,79.70325373861478,121.69694286392863
C1CC(CCC1COCC2CO2)COCC3CO3,-1.8357972344,1.6236,66.56600000000006,18,8,104,0,43.519999999999996,108.92018597242527,216.17854646049202
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.9054642035,1.9462199999999998,85.70370000000004,21,4,122,1,88.48,126.9251357998572,473.3909247801033
[OH-].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.1419008964,-10.5546,53.52530000000001,21,0,104,0,288.75,268.24250041821597,213.8389947613247
O=[P+]1Oc2ccccc2c3ccccc13,-1.7796231349,4.328400000000002,61.326500000000024,15,0,72,3,30.21,86.97796986821221,700.3760069281869
C=COC(=O)c1ccccc1,-2.6229591952,1.9868999999999999,42.054500000000026,11,2,56,1,26.3,65.11169376005317,251.52506007307377
COC(=O)c1ccc(cc1)C(C)(C)C,-3.7398163758,2.7707000000000015,56.48150000000004,14,1,76,1,26.3,84.89612313542725,317.1701202996887
Cc1cccc(CC(C)(C)CO)c1,-2.8265354685000004,2.556020000000001,55.74980000000004,13,3,72,1,20.23,80.41528955807264,276.2078950935822
CC(=O)OC\C=C(C)/CCC=C(C)C,-3.7549532157,3.242200000000002,59.05500000000004,14,5,80,0,26.3,86.64947555137438,232.70628424348942
CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6959998037,2.3612,49.780800000000035,12,2,68,0,20.23,74.48164058474893,215.04400223825917
CC1CC(=O)CC(C)(C)C1,-1.6471414632,2.401700000000001,41.80300000000001,10,0,58,0,17.07,62.81447888951695,146.80725598781606
C=CC(=O)OCCOc1ccccc1c2ccccc2,-4.918558166034787,3.4616000000000016,78.52900000000004,20,6,102,2,35.53,118.01221742441733,575.7988048405728
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,1.4251999999999998,120.14900000000003,29,16,168,0,105.20000000000002,192.2988608299848,436.0525055103621
Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868802799999,4.657380000000004,87.28960000000004,21,2,112,2,40.46,126.63155963072927,591.197920970157
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799,18.769099999999984,270.43599999999896,63,53,374,0,78.9,393.00121142269114,885.5832274818622
CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676,3.0119000000000016,54.48600000000005,13,4,78,0,26.3,81.66373950134626,155.96343903735325
[Ca++].[O-][Si]([O-])=O,-2.6500869941,-3.2584,12.1945,5,0,24,0,63.19,60.5296530330518,29.87430298092722
CCc1ccc(C)nc1,-1.0042604536,1.9524199999999998,38.35200000000001,9,1,48,1,12.89,55.745877443633304,176.26405299160075
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046,2.3712000000000004,62.903800000000054,16,3,94,0,46.53,98.18202632880626,235.33220565073853
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.1784471289,1.5575999999999999,95.04840000000003,26,2,142,0,94.83,153.34130809395185,723.9130815015496
[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.4270312571,-1.6177599999999943,144.59879999999987,42,6,204,4,172.59999999999997,286.563462874555,1836.5953336473772
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo].[Mo],-4.2291529922,-1.8357999999999999,17.686499999999995,13,0,84,0,256.5,125.21846078316908,15.576391322853388
CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698,2.1847000000000003,57.710000000000036,15,5,80,1,35.53,89.32006533274989,329.98028532933694
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.1510889183,3.7177000000000024,92.76200000000007,24,13,136,1,46.150000000000006,144.73754560065805,475.07010591802384
CF,-0.1758743764999999,0.5857,7.032,2,0,14,0,0.0,12.904786430755784,2.0
C(COc1ccccc1)Oc2ccccc2,-3.9885265275,3.144400000000002,63.87400000000004,16,5,82,2,18.46,95.44547201336799,356.0952225964737
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.2780387128,5.998200000000005,112.04680000000005,25,6,136,2,52.04,161.05929020291927,716.9411214738501
[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)c5ccccc5,-1.4396051212999998,1.5511600000000008,153.6724999999998,42,6,208,4,158.48999999999998,265.1176663820488,1889.0811835864993
CCCC(CCC)C(O)=O,-1.8579774272,2.2874,40.9418,10,5,60,0,37.3,62.24960168084558,93.43071362054202
[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,-4.285895804,4.401700000000002,90.502,21,0,100,4,25.78,153.77114141464494,718.0672908331296
Oc1ccccc1.ClCC2CO2.C=O,-4.0347567611,1.8312999999999997,55.68780000000003,14,1,78,1,49.83,88.26957003924096,224.06853695944784
CCCCCC/C=C/C1CC(=O)OC1=O,-4.0217535152,2.6027000000000005,57.10500000000003,15,6,84,0,43.370000000000005,90.49476953007317,255.59284654013777
CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,-5.229282852,4.694800000000003,111.25140000000005,28,4,152,2,90.29,170.41518140389243,703.0190510341763
CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.7725704235,2.9987000000000013,43.75200000000002,10,0,56,0,0.0,63.322464718156304,186.21499122004107
C[Si](C)(C)O[Si](C)(C)C,-4.909505216,2.6728000000000005,47.77700000000003,9,2,56,0,9.23,60.68613837789019,76.2114326716684
FC(=C)C(F)(F)F,-2.7599573667,2.0319000000000003,16.303,7,0,42,0,0.0,37.441673836143444,79.42592196522058
O=C1Oc2ccccc2C=C1,-1.8860303607,1.793,42.484000000000016,11,0,54,2,30.21,63.07940657528497,428.5108208761056
CC(=C)C1CCC(=CC1)C,-3.8464965295,3.308900000000002,45.91200000000003,10,1,56,0,0.0,63.63869283950127,162.8771237954945
[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-12.9665395149826,4.725610000000006,210.43139999999937,54,16,278,5,124.12,342.98925796991557,2098.802645241927
S=[W]=S,-4.1391336425,1.2939,15.182,3,0,18,0,0.0,34.6522312788732,23.774437510817343
[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,-1.642781181,-1.0801999999999898,178.48639999999966,52,9,254,4,229.18,342.06181585297116,2210.6003864279874
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.0887781924,2.7643000000000013,54.783000000000044,14,1,80,0,26.3,86.01701930868443,269.49529453537843
[Pb++].[O-][Si]([O-])=O,-6.6197116003,-3.2584,12.1945,5,0,26,0,63.19,50.69643661138922,29.87430298092722
CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126,3.3510000000000018,65.22500000000005,16,5,88,1,26.3,97.6260073642205,327.84839499722005
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,-2.6038411441,-4.739199999999995,143.54779999999985,42,6,202,5,197.31999999999996,282.1466774400944,2288.251258470501
CCCOCC(C)OCC(C)O,-0.0700526508,1.1988999999999999,48.204800000000034,12,7,74,0,38.69,74.68011215421217,93.77443751081735
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.1708247593,2.2430000000000003,60.63700000000004,16,3,88,0,58.86,95.8614723044708,352.0302611774938
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.4100874366000005,4.601900000000001,118.06630000000008,27,19,162,0,101.36999999999999,167.9046629813766,305.9330151827408
CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.5218900849,4.233800000000003,123.92940000000007,33,8,172,3,115.10999999999999,196.28930415538946,1087.7657079061814
O=C(Oc1ccccc1)Oc2ccccc2,-4.2169166627,3.264400000000002,59.53600000000003,16,2,80,2,35.53,93.24205199901515,407.6186271235691
CCCCC(CC)C(=O)OC=C,-4.1519109764,2.8895000000000017,49.59500000000003,12,6,70,0,26.3,74.6091943547654,140.7740056622918
CC(=C)C(=O)NCNC(=O)C(C)=C,-1.1892367555,0.32850000000000007,50.780400000000014,13,4,72,0,58.2,77.70235044593753,230.34031643968072
C\1C\C=C/CC\C=C1,-2.9659771733,2.6728000000000014,36.748,8,0,44,0,0.0,50.90880861070806,72.60593781761291
CO[Si](CCCN=C=O)(OC)OC,-3.2569810012,0.5903999999999998,49.19350000000003,13,7,76,0,57.120000000000005,79.07735682073559,169.06669317043503
CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,2.6637000000000013,60.776000000000046,14,9,86,0,27.69,93.0536626905066,118.20592425326386
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.3876832538,3.600400000000003,76.82300000000005,20,8,110,1,52.60000000000001,119.63095892256436,398.85794216890986
[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.7922611704,-0.3840799999999942,163.5467999999997,46,6,228,4,172.59999999999997,312.02323133214145,2027.6636029946455
Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.3451078238,2.0343999999999993,61.31090000000003,17,2,86,2,77.75999999999999,97.39766279658942,561.1321875173596
CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,4.163100000000004,75.57300000000005,19,10,108,0,43.370000000000005,115.95453798765962,307.11590649725093
CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449,3.730800000000003,75.36300000000004,19,6,108,0,43.370000000000005,115.95453798765962,368.1903353571112
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC,-5.345705158,29.64000000000008,638.1372000000025,156,120,912,0,395.25000000000006,952.4933598980933,2927.0601180034796
CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.424547549700001,4.430900000000003,81.64630000000005,21,10,116,1,63.6,125.67658955965013,436.6082594494217
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001,5.244800000000006,125.02800000000008,28,21,170,0,55.38000000000001,182.77266615089707,289.9984127700166
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,3.2977000000000025,72.44200000000004,18,6,98,1,35.53,108.4148916759397,390.7046703843559
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001,4.6685000000000025,90.95750000000007,22,16,130,0,66.4,135.61040710846353,279.5058337171213
C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541,4.009200000000003,55.122000000000035,12,0,66,0,0.0,75.67897403611023,121.19311924156366
CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.1025269393,13.388699999999977,214.935999999999,45,18,264,0,6.48,308.14172785807784,714.6494188420588
BrCc1ccc(cc1)c2ccccc2C#N,-6.6566491092,4.120180000000003,69.22400000000003,16,2,78,2,23.79,103.47850884146429,523.1767595439565
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895199999,15.420399999999969,250.67339999999876,58,32,344,0,76.66,361.9953267348446,988.84852755604
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999,4.925500000000005,84.23870000000007,19,12,114,0,29.1,120.28970914182709,213.30760443279493
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137,5.911600000000007,234.42539999999906,64,7,358,0,170.05999999999997,378.80642589580856,1787.630132042587
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848,5.0206000000000035,77.31400000000004,18,2,86,3,0.0,107.54559153162505,548.7160655475084
c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,4.584000000000002,70.14600000000003,16,0,74,4,0.0,93.45542159483816,666.6198058168793
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542,3.600400000000003,76.82300000000005,20,8,110,1,52.60000000000001,119.63095892256436,381.6079421689099
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005,4.286780000000004,59.82000000000005,14,4,80,0,23.79,88.50530492852835,191.77132754726793
COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005,2.9300000000000015,90.51640000000005,23,4,120,2,58.85,134.59356503642826,662.487877093113
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018,9.186800000000003,143.93399999999988,34,25,202,0,52.60000000000001,211.87270700443256,416.7216822476719
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575,8.713220000000003,161.1881999999996,40,9,204,4,50.800000000000004,236.3036951018622,1540.0231874767646
FC1(F)Oc2cccc(C=O)c2O1,-2.1558333574,1.8205999999999996,38.03250000000001,13,1,68,1,35.53,71.87513955967094,362.4068137607414
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905,2.3476800000000004,83.04010000000002,22,2,108,2,95.97999999999999,126.91275350619183,862.938264047108
CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,-8.2501920599,18.179299999999984,280.1686999999993,63,49,374,0,112.65,393.92012722964535,883.0930024861893
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.1852587653,10.377099999999993,223.39729999999926,56,21,300,4,156.45999999999998,331.5664038052276,1746.2812771982633
O=[V]=O,-4.4002500912,-0.2401,1.373,3,0,17,0,34.14,24.360396233196912,23.774437510817343
[Cl-].CCCCCCCCCCCC[n+]1ccccc1,-0.4539105371,1.8989999999999991,78.48100000000007,19,11,110,1,3.88,125.39342121234755,273.8503707227377
Cc1cccc(C)c1OCC(O)=O,-2.2566445306,1.76684,49.04680000000002,13,3,70,1,46.53,76.96047265883006,297.6959388329159
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.8254561435,6.037400000000007,127.2030000000001,37,23,225,0,106.59000000000003,243.45438907701455,600.2721926824928
[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O,-0.8171647444,-5.246899999999993,149.47059999999985,44,7,214,5,217.54999999999998,293.3058533066869,2360.0060309389464
CC(=O)c1ccc(O)cc1,-1.1383824511,1.5948,38.111300000000014,10,1,52,1,37.3,59.11704320052995,235.93943338088374
[O--].[O--].[Mg++].[Ca++],-1.9883562334,-0.9992000000000001,12.881,4,0,16,0,57.0,70.71564842005293,6.0
[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O,-2.7868204517,-0.9071999999999971,142.72569999999988,42,6,200,5,213.24999999999997,282.50696770757924,2018.572523986405
CC(C)=CCC\C(C)=C\C=C\C(C)=O,-3.2972120668,3.8243000000000027,62.24300000000004,14,5,78,0,17.07,87.21126940407984,262.9601502903715
C=CN1CCN(C=C)C1=O,-1.1558864442,1.0110000000000001,39.202000000000005,10,2,54,0,23.55,60.22505593676196,158.4449202899649
Nc1cc(ccc1O)[N+]([O-])=O,-2.2056018566,0.8825999999999998,39.17360000000001,11,1,58,1,89.38999999999999,62.21850329120549,297.8789117242989
[Mg++],-2.4020693383,-0.3808,5.754,1,0,0,0,0.0,23.638373567999984,0.0
O=[Ca],-1.7683268794999998,-0.49960000000000004,6.440499999999999,2,0,8,0,17.07,37.06721303913179,2.0
[O-][N+](=O)c1ccc2NC(=O)Nc2c1,-3.2740875474,0.7643999999999997,45.5738,13,1,66,2,91.78999999999999,71.35637387573655,525.0074434240122
Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,-3.5292992951,0.8504000000000003,79.50750000000001,21,3,108,1,90.27000000000001,127.1385399988751,773.8746664868947
